time,bus1_v,bus1_ω,bus1_p,bus1_q
0.0,1.0119531855687225,0.0,2.3359773045162893,-0.020214011024819345
0.01,1.011953185569292,1.1914296524365183e-10,2.3359773005768303,-0.02021401245661772
0.02,1.0119531855709087,4.481883388844071e-10,2.3359772970704507,-0.020214013622748522
0.03,1.0119531855733506,9.33922907211761e-10,2.3359772940670425,-0.020214014540985037
0.04,1.0119531855764385,1.5312232706357366e-9,2.3359772915388675,-0.020214015259264695
0.05,1.0119531855800286,2.2020412228957306e-9,2.335977289457286,-0.020214015817569708
0.060000000000000005,1.011953185584006,2.9145143345219513e-9,2.3359772877930665,-0.020214016249084144
0.07,1.0119531855882804,3.642183834437226e-9,2.3359772865166812,-0.020214016581192706
0.08,1.0119531855927815,4.363306024849325e-9,2.3359772855985534,-0.02021401683633714
0.09,1.0119531855974548,5.0602464884709315e-9,2.3359772850092893,-0.020214017032767873
0.09999999999999999,1.0119531856022597,5.718945405528283e-9,2.335977284719881,-0.020214017185185784
0.10999999999999999,1.0119531856071655,6.328445284945041e-9,2.3359772847018863,-0.020214017305288406
0.11999999999999998,1.0119531856121504,6.880473203777756e-9,2.3359772849275804,-0.020214017402266554
0.12999999999999998,1.0119531856171988,7.369072937798988e-9,2.3359772853700984,-0.020214017483208724
0.13999999999999999,1.0119531856222999,7.790277250557088e-9,2.3359772860035455,-0.020214017553450647
0.15,1.0119531856274468,8.141819217921804e-9,2.3359772868030935,-0.020214017616895202
0.16,1.0119531856326354,8.422876234600582e-9,2.3359772877450644,-0.02021401767625647
0.17,1.011953185637863,8.633842856827655e-9,2.335977288806993,-0.020214017733290235
0.18000000000000002,1.0119531856431279,8.776129313755681e-9,2.3359772899676687,-0.02021401778899387
0.19000000000000003,1.0119531856484296,8.851985430721244e-9,2.3359772912071857,-0.020214017843738913
0.20000000000000004,1.0119531856537671,8.864340827348022e-9,2.335977292506941,-0.02021401789745586
0.21000000000000005,1.0119531856591395,8.816668619462902e-9,2.33597729384967,-0.020214017949699375
0.22000000000000006,1.0119531856645454,8.712861834405743e-9,2.3359772952194313,-0.020214017999782063
0.23000000000000007,1.0119531856699828,8.557125918808701e-9,2.3359772966016044,-0.02021401804682707
0.24000000000000007,1.0119531856754485,8.353884907309252e-9,2.3359772979828604,-0.020214018089869112
0.25000000000000006,1.0119531856809392,8.107698873127576e-9,2.3359772993511534,-0.020214018127872796
0.26000000000000006,1.0119531856864499,7.823192607410327e-9,2.335977300695673,-0.020214018159806613
0.2700000000000001,1.0119531856919757,7.50499401773373e-9,2.3359773020068135,-0.020214018184656818
0.2800000000000001,1.0119531856975104,7.157680412032292e-9,2.3359773032761355,-0.020214018201459183
0.2900000000000001,1.0119531857030475,6.785733578787854e-9,2.335977304496309,-0.020214018209332302
0.3000000000000001,1.0119531857085795,6.393501282978586e-9,2.335977305661067,-0.020214018207484308
0.3100000000000001,1.011953185714098,5.985166623348676e-9,2.3359773067651477,-0.020214018195231553
0.3200000000000001,1.0119531857195951,5.564721206747032e-9,2.335977307804249,-0.02021401817198354
0.3300000000000001,1.0119531857250614,5.135944919663411e-9,2.335977308774958,-0.02021401813727816
0.34000000000000014,1.0119531857304878,4.702389625760702e-9,2.3359773096746994,-0.020214018090763203
0.35000000000000014,1.0119531857358648,4.267367859912098e-9,2.33597731050168,-0.020214018032193998
0.36000000000000015,1.0119531857411828,3.833944000131222e-9,2.335977311254817,-0.020214017961437042
0.37000000000000016,1.0119531857464321,3.4049298963915562e-9,2.3359773119336946,-0.020214017878467716
0.38000000000000017,1.011953185751603,2.9828830400610052e-9,2.335977312538496,-0.020214017783349553
0.3900000000000002,1.0119531857566861,2.57010702928868e-9,2.3359773130699435,-0.0202140176762535
0.4000000000000002,1.0119531857616724,2.168654811655911e-9,2.3359773135292583,-0.020214017557412284
0.4100000000000002,1.0119531857665525,1.7803334549768176e-9,2.3359773139180873,-0.020214017427157643
0.4200000000000002,1.0119531857713167,1.4067109963517153e-9,2.3359773142384586,-0.020214017285887953
0.4300000000000002,1.0119531857759576,1.049124929858132e-9,2.335977314492738,-0.020214017134045414
0.4400000000000002,1.011953185780467,7.086905610465135e-10,2.3359773146835754,-0.02021401697213457
0.45000000000000023,1.0119531857848367,3.863118270538512e-10,2.335977314813855,-0.02021401680070642
0.46000000000000024,1.0119531857890602,8.269246239699665e-11,2.33597731488666,-0.020214016620345526
0.47000000000000025,1.0119531857931303,-2.0165221176071385e-10,2.3359773149052248,-0.02021401643166562
0.48000000000000026,1.0119531857970412,-4.663834787611157e-10,2.335977314872906,-0.020214016235298754
0.49000000000000027,1.011953185800787,-7.113269310397413e-10,2.3359773147931358,-0.020214016031901233
0.5000000000000002,1.011953185804363,-9.364588424982938e-10,2.335977314669405,-0.020214015822129033
0.5100000000000002,1.011953185807764,-1.1418947280359794e-9,2.3359773145052087,-0.020214015606649594
0.5200000000000002,1.0119531858109863,-1.3278754203233143e-9,2.3359773143040474,-0.020214015386122886
0.5300000000000002,1.011953185814026,-1.4947561176085125e-9,2.335977314069381,-0.02021401516120458
0.5400000000000003,1.0119531858168809,-1.6429927239576606e-9,2.335977313804616,-0.020214014932535163
0.5500000000000003,1.0119531858195476,-1.7731306777284748e-9,2.3359773135130832,-0.020214014700744687
0.5600000000000003,1.011953185822025,-1.885793647297186e-9,2.3359773131980224,-0.02021401446643936
0.5700000000000003,1.0119531858243105,-1.9816715167623878e-9,2.3359773128625605,-0.020214014230210853
0.5800000000000003,1.011953185826404,-2.061510683950308e-9,2.3359773125097063,-0.020214013992618435
0.5900000000000003,1.0119531858283044,-2.1261034358397265e-9,2.3359773121423375,-0.02021401375419879
0.6000000000000003,1.0119531858300115,-2.1762785782637087e-9,2.3359773117631866,-0.020214013515460816
0.6100000000000003,1.0119531858315256,-2.2128925461592013e-9,2.3359773113748434,-0.020214013276880632
0.6200000000000003,1.0119531858328479,-2.2368209152095283e-9,2.3359773109797386,-0.020214013038899553
0.6300000000000003,1.0119531858339783,-2.2489508259577205e-9,2.335977310580149,-0.020214012801941933
0.6400000000000003,1.0119531858349184,-2.2501730334988267e-9,2.335977310178183,-0.020214012566394962
0.6500000000000004,1.0119531858356698,-2.2413757281589377e-9,2.3359773097758,-0.02021401233260464
0.6600000000000004,1.0119531858362347,-2.2234390862339933e-9,2.3359773093747913,-0.020214012100887663
0.6700000000000004,1.0119531858366142,-2.197229078271154e-9,2.3359773089767875,-0.02021401187154126
0.6800000000000004,1.0119531858368116,-2.16359292544486e-9,2.335977308583268,-0.02021401164481601
0.6900000000000004,1.0119531858368285,-2.123354955879958e-9,2.3359773081955515,-0.02021401142094839
0.7000000000000004,1.0119531858366677,-2.0773125838597443e-9,2.3359773078148125,-0.020214011200131943
0.7100000000000004,1.0119531858363322,-2.026232834010569e-9,2.33597730744208,-0.02021401098254036
0.7200000000000004,1.0119531858358246,-1.970850567772082e-9,2.335977307078245,-0.020214010768315777
0.7300000000000004,1.0119531858351483,-1.911865210001209e-9,2.33597730672406,-0.020214010557575074
0.7400000000000004,1.011953185834306,-1.8499396921282842e-9,2.3359773063801597,-0.020214010350414674
0.7500000000000004,1.0119531858333009,-1.7856982503231594e-9,2.335977306047049,-0.020214010146907546
0.7600000000000005,1.011953185832136,-1.7197261557847582e-9,2.335977305725127,-0.02021400994710354
0.7700000000000005,1.0119531858308146,-1.6525687420735612e-9,2.3359773054146844,-0.020214009751034906
0.7800000000000005,1.0119531858293398,-1.5847311485445438e-9,2.3359773051159127,-0.020214009558712137
0.7900000000000005,1.0119531858277149,-1.5166780516002828e-9,2.335977304828916,-0.020214009370133124
0.8000000000000005,1.0119531858259436,-1.4488346271511439e-9,2.3359773045537158,-0.02021400918526703
0.8100000000000005,1.0119531858240278,-1.38158716649855e-9,2.3359773042902483,-0.020214009004101308
0.8200000000000005,1.011953185821972,-1.3152823024900506e-9,2.3359773040383924,-0.02021400882656621
0.8300000000000005,1.0119531858197783,-1.250230228484201e-9,2.3359773037979545,-0.02021400865261888
0.8400000000000005,1.0119531858174504,-1.1867042005349236e-9,2.335977303568698,-0.020214008482185936
0.8500000000000005,1.0119531858149906,-1.124942903517578e-9,2.335977303350325,-0.020214008315194182
0.8600000000000005,1.0119531858124025,-1.0651508583274756e-9,2.335977303142503,-0.020214008151562435
0.8700000000000006,1.0119531858096886,-1.0075009526359624e-9,2.335977302944863,-0.020214007991202793
0.8800000000000006,1.0119531858068513,-9.521353891440322e-10,2.335977302757005,-0.020214007834024578
0.8900000000000006,1.011953185803894,-8.991678746899533e-10,2.335977302578504,-0.020214007679923846
0.9000000000000006,1.011953185800819,-8.486850045155688e-10,2.335977302408918,-0.020214007528801342
0.9100000000000006,1.0119531857976285,-8.007489431813022e-10,2.335977302247787,-0.020214007380567584
0.9200000000000006,1.011953185794325,-7.553976643810672e-10,2.3359773020946424,-0.020214007235113907
0.9300000000000006,1.0119531857909108,-7.126479293039054e-10,2.335977301949013,-0.020214007092339586
0.9400000000000006,1.0119531857873885,-6.724970138029574e-10,2.3359773018104213,-0.020214006952144425
0.9500000000000006,1.01195318578376,-6.349242707872949e-10,2.335977301678398,-0.020214006814415625
0.9600000000000006,1.0119531857800275,-5.998933065422885e-10,2.335977301552472,-0.020214006679071
0.9700000000000006,1.0119531857761928,-5.673528009693053e-10,2.335977301432182,-0.020214006546011437
0.9800000000000006,1.0119531857722581,-5.372387746947107e-10,2.3359773013170786,-0.020214006415137847
0.9900000000000007,1.0119531857682251,-5.094764971681029e-10,2.3359773012067273,-0.020214006286359998
1.0000000000000007,1.0119531857640955,-4.839813789868306e-10,2.3359773011007006,-0.020214006159597203
1.0100000000000007,1.011953185759871,-4.606606037125657e-10,2.3359773009985974,-0.02021400603476492
1.0200000000000007,1.011953185755553,-4.3941483209020475e-10,2.3359773009000255,-0.020214005911781907
1.0300000000000007,1.011953185751144,-4.2013933276177545e-10,2.3359773008046196,-0.020214005790566425
1.0400000000000007,1.0119531857466448,-4.02725456673696e-10,2.33597730071203,-0.020214005671049806
1.0500000000000007,1.0119531857420572,-3.870616833952302e-10,2.335977300621926,-0.020214005553170378
1.0600000000000007,1.011953185737382,-3.7303393008512964e-10,2.335977300534,-0.02021400543686125
1.0700000000000007,1.0119531857326212,-3.605278649294856e-10,2.335977300447965,-0.020214005322064132
1.0800000000000007,1.0119531857277757,-3.4942877658756197e-10,2.3359773003635564,-0.020214005208729707
