Time,Float_Position,Float_Velocity,Float_Acceleration,Spar_Position,Spar_Velocity,Spar_Acceleration
0.16,0.0011179449804628,0.0170690067572292,0.128583647318451,0.00096979689234263,0.015315642783376,0.0979368836652579
0.17,0.00129500951488409,0.0183383250314621,0.125219271077502,0.00112768883398186,0.0162465296650209,0.0882067658071256
0.18,0.00148462840558083,0.019581872284209,0.123050114527372,0.00129444988337527,0.017092608070422,0.0803628505026238
0.19,0.00168660688619111,0.0208127642917533,0.122392406610083,0.0014693334795023,0.0178751739071386,0.0749998345215579
0.2,0.00190089439883366,0.0220464733447282,0.123410185484554,0.00165183043467549,0.0186199612964232,0.0724456314899566
0.21,0.00212760084196925,0.0232993767973759,0.126122500394948,0.00184170026701929,0.0193545228007523,0.0727554673274862
0.22,0.00236699862138361,0.0245873720522807,0.130412360725657,0.00203897646684467,0.020105677362333,0.0757308078500493
0.23,0.0026195114024823,0.0259246121268332,0.136041859615948,0.0022439475047187,0.0208972451285986,0.0809589414311234
0.24,0.00288569115966313,0.0273224452428028,0.142676743014288,0.00245711735741385,0.0217482413211995,0.0878676328217733
0.25,0.00316618601560281,0.0287886485763114,0.149920193659655,0.00267915077038684,0.0226716444121163,0.0957886205319545
0.26,0.00346170217817133,0.0303270234808046,0.157352284083334,0.00291080932647883,0.0236737934857594,0.104023690592348
0.27,0.00377296375449462,0.0319373764454921,0.164569880887027,0.00315288464222621,0.0247544109619795,0.111907488120854
0.28,0.0041006742234828,0.0336158621666947,0.171221950863792,0.00340613470410684,0.0259071940338637,0.118862033116338
0.29,0.00444548290143538,0.0353556253312361,0.177036610245595,0.00367122856384279,0.0271208746787216,0.124439018721487
0.3,0.0048079589608352,0.0371476525880235,0.181838043542022,0.00394870344181819,0.0283806166049047,0.128347310334776
0.31,0.00518857461420554,0.0389817361980233,0.18555298682756,0.0042389368701974,0.0296695997169186,0.130464527804993
0.32,0.00558769809122628,0.040847452968437,0.188207569464537,0.00454213498336447,0.0309706391572225,0.130833053191192
0.33,0.00600559611957249,0.0427350724179966,0.189915967883879,0.00485833657283806,0.032267695980545,0.12964213109943
0.34,0.00644244483360593,0.0446363235768189,0.19086269527309,0.00518743119340288,0.0335471581116153,0.127198802240311
0.35,0.00689834742024429,0.0465449684147245,0.191280566179018,0.00552918853921626,0.0347988005743884,0.123891152112877
0.36,0.00737335639257296,0.0484571503488934,0.191426493130953,0.00588329557373193,0.0360163696362185,0.120147725653282
0.37,0.00786749817210996,0.0503715074673488,0.191557283351494,0.00624939753060239,0.0371977728833189,0.116396956222263
0.38,0.00838079766090667,0.052289060665943,0.191907471440736,0.00662713890405959,0.0383448929150631,0.113030119047532
0.39,0.00891330068098818,0.0542129052716223,0.192670927683548,0.00701620088435902,0.0394630733658517,0.110370706766218
0.4,0.00946509252141963,0.0561477493932267,0.193987536041965,0.00741633230819749,0.0405603500639311,0.108652316546261
0.41,0.0100363113192007,0.0580993520307796,0.195935689345072,0.00782737200830918,0.0416465158485605,0.108006221427276
0.42,0.0106271555568605,0.0600739182782451,0.19853076823296,0.00824926137299381,0.0427321142712998,0.108458860898622
0.43,0.0112378855317609,0.0620775077975217,0.201729221717874,0.00868204687540469,0.0438274553095202,0.109938609190958
0.44,0.0118688191875948,0.064115506710455,0.205437404550662,0.00912587322012995,0.0449417362624139,0.11229043411711
0.45,0.0125203231533701,0.0661922031542139,0.209523985131614,0.00958096850957747,0.046082334718324,0.115296497492953
0.46,0.0131928001767098,0.0683104942233717,0.213834534392112,0.0100476234011644,0.0472543198274151,0.11870040300983
0.47,0.0138866743470532,0.0704717382210734,0.218206842683145,0.010526166575296,0.0484602052470753,0.122232680285148
0.48,0.0146023755741467,0.0726757523688479,0.22248557851249,0.0110169389523914,0.0496999442167247,0.125635195307045
0.49,0.0153403247243678,0.0749209435539318,0.226535081611173,0.0115202689944985,0.0509711462491713,0.128682470013948
0.5,0.0161009206389811,0.0772045492894601,0.23024934840719,0.0120364511313145,0.0522694775431738,0.131198335472875
0.51,0.0168845299898076,0.0795229585265877,0.233558591057629,0.0125657289039668,0.0535891946193843,0.133066882872652
0.52,0.0176914805999266,0.0818720776885178,0.236432099810395,0.0131082838743439,0.05492375353528,0.134237259119075
0.53,0.018522058503316,0.0842477063834763,0.238877480809228,0.0136642307588321,0.0562664354893935,0.134722425108421
0.54,0.0193765086705236,0.0866458894900515,0.240936648508457,0.0142336186676799,0.0576109333296322,0.134592506357591
0.55,0.0202550390169558,0.0890632172317188,0.242679199889754,0.0148164378138112,0.0589518516599566,0.133963778547896
0.56,0.0211578270598605,0.0914970518108693,0.244193970043789,0.0154126306372667,0.0602850847998394,0.13298461757524
0.57,0.0220850284160863,0.0939456673787261,0.245579656854052,0.0160221060010086,0.0616080505000944,0.131819890989453
0.58,0.0230367862436276,0.0964082987567788,0.246935406120915,0.0166447549646971,0.062919771696484,0.130635274618244
0.59,0.0240132407261702,0.0988851026120595,0.24835217456388,0.0172804666358769,0.0642208123833915,0.129582856255261
0.6,0.0250145377742679,0.101377042036206,0.24990554993357,0.0179291427211527,0.0655130857709954,0.128789159227869
0.61,0.0260408362561762,0.103885711150295,0.251650522543903,0.0185907096314555,0.0667995623555191,0.128346411514733
0.62,0.0270923132580737,0.106413120100455,0.253618490963642,0.0192651273060271,0.0680839117914288,0.128307534157224
0.63,0.0281691670871489,0.108961462467348,0.255816566979729,0.0199523942756043,0.0693701152434566,0.128684960293444
0.64,0.0292716179510231,0.111532886723427,0.258229040577058,0.0206525488517899,0.0706620842743111,0.129453055469519
0.65,0.0303999064536452,0.11412929114662,0.260820691066765,0.0213656666741687,0.0719633186398313,0.130553618510989
